Plant Type,Moisture 1,Moisture 2,Humidity,Temperature,Motor State
moneyplant,dry,dry,58.04,19.15,1
9oclock,moist,moist,48.21,17.23,0
9oclock,dry,dry,88.9,35.48,1
9oclock,wet,dry,39.57,35.47,1
moneyplant,moist,moist,53.76,35.3,0
9oclock,dry,dry,81.24,33.67,1
9oclock,moist,dry,60.9,37.04,1
9oclock,wet,moist,57.46,27.59,0
9oclock,dry,moist,78.89,39.0,1
moneyplant,dry,moist,66.03,25.75,0
moneyplant,wet,wet,58.15,30.74,0
moneyplant,moist,moist,81.94,27.68,0
9oclock,dry,dry,56.93,23.28,1
moneyplant,wet,dry,44.13,29.04,0
moneyplant,dry,dry,76.62,30.56,1
9oclock,moist,wet,76.73,33.19,0
9oclock,dry,wet,60.3,35.48,1
9oclock,dry,wet,42.82,27.43,1
moneyplant,wet,dry,83.03,15.33,0
moneyplant,wet,moist,86.87,25.18,0
moneyplant,dry,moist,79.36,18.28,0
moneyplant,moist,dry,88.7,20.41,0
9oclock,moist,moist,73.56,39.34,0
9oclock,dry,dry,59.94,27.01,1
moneyplant,moist,dry,36.06,38.48,0
moneyplant,wet,wet,35.92,32.27,0
9oclock,dry,dry,34.21,18.47,1
9oclock,dry,moist,51.3,23.65,1
moneyplant,moist,wet,53.83,22.99,0
moneyplant,dry,wet,70.64,26.84,0
moneyplant,wet,moist,40.29,20.92,0
9oclock,wet,dry,39.39,34.99,1
moneyplant,wet,wet,36.42,26.01,0
9oclock,dry,dry,68.36,19.93,1
9oclock,dry,wet,30.24,17.36,1
moneyplant,moist,dry,71.08,38.78,0
moneyplant,dry,dry,33.61,27.79,1
9oclock,wet,wet,60.5,17.55,0
9oclock,wet,wet,42.75,35.66,0
9oclock,moist,wet,65.76,21.76,0
moneyplant,wet,dry,44.76,15.67,0
moneyplant,moist,wet,83.46,34.9,0
moneyplant,moist,moist,63.02,34.13,0
moneyplant,moist,dry,54.94,25.24,0
9oclock,moist,wet,50.81,17.69,0
9oclock,moist,wet,67.59,36.81,0
moneyplant,dry,wet,37.62,26.13,0
moneyplant,dry,moist,67.38,15.64,0
9oclock,dry,moist,66.56,20.07,1
moneyplant,wet,moist,84.59,32.93,0
moneyplant,moist,wet,63.98,22.54,0
9oclock,wet,wet,32.75,24.31,0
9oclock,moist,wet,81.51,29.71,0
moneyplant,wet,moist,54.99,24.88,0
moneyplant,moist,wet,51.11,26.65,0
9oclock,dry,dry,62.61,17.5,1
moneyplant,moist,dry,30.95,28.22,0
moneyplant,wet,wet,51.2,22.31,0
9oclock,moist,dry,86.44,21.45,1
moneyplant,wet,wet,47.85,24.22,0
9oclock,moist,moist,35.66,18.94,0
9oclock,dry,wet,72.02,32.29,1
moneyplant,wet,wet,75.12,26.75,0
moneyplant,wet,wet,38.5,22.84,0
moneyplant,wet,dry,73.68,25.74,0
moneyplant,dry,wet,70.93,28.12,0
9oclock,dry,wet,54.27,34.69,1
9oclock,moist,wet,36.95,19.0,0
moneyplant,wet,moist,51.21,38.15,0
9oclock,moist,dry,61.88,20.26,1
9oclock,moist,dry,40.81,15.3,1
moneyplant,dry,dry,50.03,20.28,1
moneyplant,wet,wet,86.49,39.91,0
9oclock,wet,dry,30.89,23.13,1
moneyplant,moist,moist,62.84,35.14,0
9oclock,wet,dry,80.18,30.72,1
9oclock,moist,moist,34.16,37.06,0
9oclock,moist,moist,85.92,25.2,0
9oclock,moist,wet,32.15,28.51,0
moneyplant,dry,moist,63.42,31.86,0
moneyplant,moist,dry,44.22,29.69,0
moneyplant,wet,moist,87.22,33.0,0
moneyplant,dry,wet,39.65,30.3,0
moneyplant,moist,wet,58.29,34.33,0
moneyplant,wet,dry,38.22,23.61,0
9oclock,wet,wet,87.03,27.34,0
9oclock,dry,wet,56.07,31.71,1
moneyplant,dry,wet,38.67,18.25,0
9oclock,wet,dry,89.58,33.89,1
9oclock,moist,wet,65.69,37.42,0
9oclock,moist,dry,34.59,38.47,1
moneyplant,dry,moist,89.55,27.84,0
moneyplant,wet,wet,56.31,27.24,0
9oclock,wet,wet,85.53,18.08,0
9oclock,dry,wet,63.09,36.71,1
9oclock,wet,wet,54.81,18.45,0
9oclock,moist,wet,84.82,25.16,0
9oclock,dry,dry,47.21,38.8,1
moneyplant,dry,moist,69.22,21.22,0
9oclock,dry,dry,54.72,36.68,1
9oclock,wet,dry,30.43,29.49,1
moneyplant,moist,moist,47.03,30.66,0
9oclock,moist,wet,85.31,16.34,0
9oclock,moist,moist,59.94,32.02,0
9oclock,moist,wet,35.21,20.08,0
9oclock,wet,dry,86.83,15.14,1
9oclock,dry,dry,71.24,27.3,1
9oclock,wet,wet,81.46,21.11,0
9oclock,moist,wet,35.2,22.3,0
moneyplant,wet,dry,76.81,39.53,0
moneyplant,wet,wet,54.33,21.55,0
moneyplant,moist,wet,72.94,37.31,0
9oclock,dry,moist,79.4,37.07,1
moneyplant,moist,wet,33.0,38.6,0
moneyplant,wet,moist,59.2,20.12,0
moneyplant,wet,dry,87.43,17.64,0
moneyplant,wet,wet,79.55,35.16,0
moneyplant,wet,moist,55.98,36.85,0
9oclock,wet,moist,75.9,31.89,0
9oclock,dry,wet,77.94,19.43,1
moneyplant,moist,wet,56.6,23.31,0
9oclock,dry,dry,86.83,32.6,1
9oclock,wet,dry,86.47,19.31,1
moneyplant,wet,dry,82.56,35.25,0
9oclock,wet,moist,68.49,34.11,0
moneyplant,wet,moist,79.95,15.25,0
9oclock,moist,dry,87.36,18.34,1
9oclock,dry,wet,56.99,38.33,1
moneyplant,wet,wet,79.49,20.28,0
9oclock,moist,wet,37.03,17.66,0
9oclock,moist,moist,48.76,19.27,0
9oclock,moist,moist,79.42,15.15,0
moneyplant,dry,moist,56.93,38.18,0
moneyplant,moist,moist,89.56,32.63,0
moneyplant,wet,dry,65.46,25.51,0
moneyplant,wet,dry,62.24,20.83,0
moneyplant,moist,moist,61.5,37.85,0
9oclock,moist,dry,86.24,16.59,1
9oclock,moist,moist,40.65,32.85,0
9oclock,dry,moist,43.59,31.33,1
9oclock,moist,dry,41.82,25.34,1
moneyplant,moist,wet,78.72,20.31,0
moneyplant,moist,wet,34.12,31.0,0
9oclock,wet,wet,67.43,16.55,0
moneyplant,moist,wet,86.31,36.77,0
9oclock,wet,dry,48.04,31.2,1
9oclock,wet,wet,89.27,29.68,0
moneyplant,wet,wet,35.18,17.28,0
moneyplant,wet,wet,35.37,20.25,0
9oclock,wet,wet,80.56,31.84,0
moneyplant,dry,moist,30.04,37.41,0
9oclock,moist,moist,64.11,35.92,0
9oclock,moist,dry,31.54,34.08,1
moneyplant,moist,dry,68.47,18.14,0
moneyplant,wet,dry,31.78,31.18,0
9oclock,wet,dry,41.12,15.29,1
moneyplant,moist,wet,44.0,15.24,0
moneyplant,dry,dry,35.89,25.61,1
moneyplant,moist,wet,43.34,19.79,0
moneyplant,wet,wet,63.76,25.64,0
moneyplant,dry,wet,76.14,34.47,0
moneyplant,wet,moist,65.97,32.54,0
9oclock,dry,dry,76.04,27.06,1
9oclock,wet,dry,35.2,31.81,1
9oclock,wet,dry,42.33,29.5,1
9oclock,moist,wet,63.35,19.23,0
9oclock,moist,dry,49.51,28.85,1
9oclock,moist,dry,45.43,27.54,1
9oclock,wet,wet,88.93,15.71,0
9oclock,moist,moist,81.37,29.62,0
9oclock,wet,dry,51.45,23.04,1
9oclock,moist,dry,67.34,16.63,1
9oclock,moist,wet,31.52,17.87,0
9oclock,wet,dry,89.81,15.35,1
moneyplant,moist,dry,69.85,19.61,0
9oclock,wet,dry,50.26,25.15,1
moneyplant,wet,moist,72.31,33.16,0
9oclock,dry,dry,66.27,37.28,1
9oclock,wet,moist,87.66,27.4,0
moneyplant,wet,moist,40.61,17.3,0
moneyplant,wet,dry,76.74,32.95,0
moneyplant,dry,dry,31.45,27.71,1
moneyplant,dry,moist,55.64,34.09,0
moneyplant,wet,moist,71.15,28.49,0
moneyplant,dry,dry,83.82,27.23,1
moneyplant,wet,moist,85.65,26.38,0
9oclock,wet,moist,55.25,19.86,0
9oclock,wet,wet,43.81,26.44,0
moneyplant,dry,moist,35.4,28.67,0
9oclock,moist,moist,69.14,18.45,0
moneyplant,wet,moist,84.38,33.81,0
9oclock,dry,moist,31.29,37.6,1
9oclock,moist,wet,74.31,31.25,0
moneyplant,wet,dry,39.08,19.09,0
moneyplant,dry,dry,59.63,24.81,1
moneyplant,dry,dry,47.73,24.35,1
moneyplant,moist,moist,71.8,25.22,0
9oclock,wet,moist,67.36,16.92,0
9oclock,dry,moist,74.44,25.46,1
moneyplant,moist,wet,57.33,25.84,0
moneyplant,moist,wet,31.3,38.11,0
moneyplant,dry,moist,42.73,34.43,0
moneyplant,wet,moist,31.46,23.89,0
moneyplant,dry,moist,39.67,33.85,0
moneyplant,moist,wet,81.96,29.71,0
moneyplant,moist,wet,74.76,18.05,0
moneyplant,moist,dry,85.98,16.59,0
9oclock,dry,moist,70.8,27.27,1
9oclock,moist,dry,33.8,17.41,1
9oclock,dry,moist,70.06,22.02,1
9oclock,wet,moist,88.5,25.71,0
moneyplant,wet,wet,38.25,24.29,0
9oclock,moist,moist,78.78,39.07,0
9oclock,moist,dry,72.9,32.6,1
moneyplant,wet,wet,44.95,31.77,0
9oclock,dry,dry,75.77,23.28,1
moneyplant,moist,dry,82.49,22.24,0
moneyplant,wet,dry,76.48,27.74,0
9oclock,wet,dry,80.76,29.51,1
9oclock,dry,wet,78.05,22.91,1
9oclock,wet,dry,39.99,39.09,1
9oclock,dry,moist,36.44,32.57,1
moneyplant,wet,moist,45.91,21.99,0
moneyplant,wet,moist,75.11,19.88,0
moneyplant,dry,wet,64.47,20.92,0
9oclock,wet,wet,88.61,39.64,0
9oclock,moist,moist,33.06,28.19,0
moneyplant,moist,moist,31.92,34.87,0
moneyplant,dry,wet,45.05,18.31,0
moneyplant,moist,dry,35.28,27.63,0
9oclock,dry,dry,59.28,21.6,1
moneyplant,wet,moist,89.2,38.41,0
9oclock,wet,wet,71.05,20.51,0
9oclock,wet,dry,70.84,28.31,1
moneyplant,moist,moist,49.05,32.34,0
moneyplant,moist,wet,67.36,31.13,0
9oclock,dry,wet,76.47,30.37,1
9oclock,wet,dry,39.23,21.52,1
moneyplant,moist,dry,66.68,22.52,0
moneyplant,dry,dry,61.89,36.06,1
moneyplant,moist,moist,56.27,24.01,0
9oclock,wet,dry,51.5,17.6,1
9oclock,moist,wet,50.34,33.14,0
moneyplant,moist,wet,49.15,37.07,0
moneyplant,wet,dry,47.47,19.8,0
moneyplant,moist,wet,35.79,22.31,0
9oclock,dry,moist,69.54,17.13,1
moneyplant,dry,dry,75.1,27.25,1
9oclock,moist,moist,31.55,22.31,0
moneyplant,dry,moist,54.04,33.71,0
9oclock,wet,moist,47.81,25.72,0
9oclock,wet,dry,42.77,31.94,1
moneyplant,wet,wet,55.5,39.12,0
moneyplant,wet,moist,89.35,24.69,0
9oclock,wet,wet,52.55,29.96,0
9oclock,wet,wet,69.11,24.12,0
9oclock,wet,dry,67.43,39.14,1
9oclock,wet,wet,66.07,19.19,0
moneyplant,moist,moist,36.33,38.64,0
9oclock,moist,moist,82.75,23.01,0
9oclock,dry,moist,41.88,21.68,1
moneyplant,moist,dry,39.96,17.28,0
9oclock,wet,wet,46.13,26.38,0
9oclock,dry,dry,49.14,26.82,1
moneyplant,dry,wet,82.96,17.75,0
moneyplant,moist,moist,51.74,33.35,0
9oclock,wet,wet,57.09,20.23,0
moneyplant,moist,dry,87.68,17.69,0
moneyplant,dry,moist,65.71,30.12,0
9oclock,dry,moist,70.32,27.26,1
9oclock,moist,wet,88.01,18.63,0
9oclock,dry,dry,89.14,36.65,1
9oclock,wet,moist,66.11,20.31,0
9oclock,dry,moist,61.96,17.41,1
9oclock,dry,dry,30.43,31.36,1
9oclock,moist,dry,75.65,39.22,1
moneyplant,wet,dry,41.36,20.18,0
9oclock,moist,wet,55.29,34.4,0
9oclock,moist,moist,51.97,19.78,0
9oclock,moist,dry,51.23,17.0,1
moneyplant,moist,moist,30.33,29.44,0
9oclock,moist,dry,79.73,39.03,1
moneyplant,dry,wet,34.03,39.06,0
9oclock,moist,dry,50.01,38.09,1
moneyplant,dry,dry,39.56,31.2,1
moneyplant,dry,moist,32.11,32.79,0
moneyplant,moist,dry,39.76,38.59,0
moneyplant,wet,wet,48.39,37.31,0
moneyplant,dry,moist,87.69,32.86,0
moneyplant,moist,dry,74.69,38.28,0
moneyplant,dry,moist,56.21,32.14,0
9oclock,moist,moist,47.18,32.17,0
moneyplant,wet,moist,42.74,18.63,0
9oclock,wet,wet,61.41,25.59,0
moneyplant,wet,wet,76.17,18.27,0
moneyplant,wet,wet,41.88,27.05,0
9oclock,dry,moist,55.74,19.09,1
9oclock,wet,wet,79.04,35.36,0
9oclock,wet,wet,46.91,22.42,0
9oclock,moist,wet,65.26,21.51,0
moneyplant,wet,dry,85.05,31.54,0
9oclock,moist,dry,36.58,22.17,1
moneyplant,dry,moist,51.13,36.22,0
9oclock,dry,dry,89.61,32.21,1
moneyplant,wet,moist,35.7,32.2,0
moneyplant,dry,moist,83.94,39.69,0
moneyplant,moist,wet,89.83,22.79,0
9oclock,dry,dry,52.66,35.7,1
moneyplant,wet,wet,88.89,16.14,0
9oclock,dry,wet,53.9,38.35,1
9oclock,dry,wet,58.33,35.1,1
moneyplant,wet,wet,60.09,32.84,0
9oclock,dry,wet,70.87,22.23,1
moneyplant,dry,dry,37.88,34.29,1
moneyplant,moist,moist,39.31,30.52,0
9oclock,wet,dry,46.09,21.64,1
moneyplant,wet,wet,51.43,24.67,0
moneyplant,dry,wet,60.28,25.48,0
9oclock,dry,dry,54.83,31.57,1
moneyplant,dry,wet,32.71,16.34,0
9oclock,dry,moist,57.82,37.17,1
9oclock,moist,moist,37.91,26.17,0
9oclock,dry,wet,58.39,21.42,1
9oclock,wet,dry,33.53,16.88,1
moneyplant,moist,wet,30.11,15.07,0
9oclock,wet,wet,62.67,30.02,0
9oclock,dry,wet,39.98,16.54,1
moneyplant,moist,moist,89.82,39.56,0
moneyplant,dry,dry,73.05,28.89,1
9oclock,dry,moist,62.56,30.33,1
moneyplant,moist,wet,39.33,18.19,0
moneyplant,dry,wet,86.35,24.91,0
9oclock,dry,moist,68.35,38.76,1
moneyplant,dry,moist,55.3,37.81,0
moneyplant,dry,dry,46.8,37.19,1
9oclock,moist,wet,74.73,37.26,0
9oclock,wet,wet,60.25,18.59,0
moneyplant,dry,wet,78.8,27.03,0
9oclock,moist,dry,46.47,33.43,1
moneyplant,wet,dry,82.63,34.43,0
9oclock,wet,dry,88.64,15.64,1
moneyplant,moist,dry,36.35,18.4,0
moneyplant,wet,dry,86.75,29.99,0
moneyplant,wet,wet,54.82,36.75,0
moneyplant,dry,dry,69.19,35.03,1
9oclock,wet,moist,48.06,35.03,0
moneyplant,wet,wet,62.33,18.73,0
9oclock,wet,dry,87.36,26.72,1
9oclock,wet,wet,83.08,32.29,0
9oclock,dry,moist,47.69,15.41,1
moneyplant,wet,moist,73.74,21.39,0
9oclock,dry,moist,83.62,39.01,1
9oclock,wet,moist,82.32,28.32,0
moneyplant,wet,dry,49.05,30.09,0
moneyplant,wet,dry,69.49,39.09,0
moneyplant,wet,wet,41.75,26.91,0
9oclock,dry,moist,73.87,26.88,1
moneyplant,dry,moist,87.31,38.59,0
moneyplant,moist,moist,84.68,37.08,0
9oclock,dry,dry,39.97,38.67,1
moneyplant,moist,moist,58.35,33.82,0
moneyplant,moist,dry,84.79,22.48,0
moneyplant,dry,dry,63.67,35.38,1
moneyplant,wet,moist,84.28,18.48,0
9oclock,moist,wet,56.62,23.4,0
9oclock,moist,dry,34.52,21.78,1
9oclock,dry,moist,88.97,33.41,1
moneyplant,wet,dry,57.17,25.05,0
moneyplant,dry,wet,68.3,15.03,0
9oclock,moist,wet,75.21,37.03,0
moneyplant,moist,dry,83.04,34.3,0
moneyplant,wet,wet,57.72,36.81,0
9oclock,dry,moist,55.35,20.3,1
9oclock,wet,wet,65.64,39.02,0
9oclock,wet,dry,82.09,25.11,1
moneyplant,moist,moist,74.98,37.59,0
9oclock,dry,wet,35.93,39.09,1
9oclock,wet,dry,64.78,25.32,1
moneyplant,dry,moist,42.52,18.13,0
9oclock,moist,dry,43.92,18.5,1
9oclock,wet,dry,56.37,36.05,1
moneyplant,dry,wet,33.15,16.24,0
9oclock,dry,moist,59.53,35.75,1
moneyplant,dry,moist,58.55,28.07,0
moneyplant,dry,moist,40.49,16.44,0
moneyplant,wet,moist,75.51,22.66,0
9oclock,moist,wet,54.72,22.59,0
9oclock,moist,wet,62.07,21.77,0
9oclock,moist,dry,79.29,27.63,1
9oclock,moist,wet,34.85,15.47,0
moneyplant,wet,moist,60.64,16.36,0
9oclock,dry,wet,60.7,20.26,1
9oclock,moist,dry,73.58,37.3,1
9oclock,dry,dry,52.57,20.94,1
moneyplant,moist,dry,87.68,36.1,0
moneyplant,moist,moist,88.95,38.76,0
9oclock,moist,wet,70.48,29.39,0
9oclock,wet,wet,63.01,32.16,0
9oclock,dry,wet,84.8,19.84,1
moneyplant,dry,wet,56.24,39.93,0
moneyplant,moist,dry,84.91,17.87,0
9oclock,wet,dry,51.28,15.87,1
9oclock,wet,moist,49.13,17.23,0
moneyplant,dry,dry,36.42,23.13,1
9oclock,moist,moist,58.53,26.73,0
9oclock,dry,moist,80.3,21.39,1
moneyplant,dry,dry,71.24,19.56,1
moneyplant,moist,wet,41.1,25.2,0
moneyplant,moist,wet,39.84,39.99,0
9oclock,wet,wet,54.26,35.38,0
moneyplant,dry,moist,87.98,16.03,0
9oclock,wet,moist,45.27,17.31,0
moneyplant,moist,wet,83.78,24.63,0
9oclock,dry,moist,30.24,37.22,1
moneyplant,dry,moist,76.54,21.13,0
moneyplant,dry,wet,61.67,19.73,0
9oclock,wet,dry,39.74,24.22,1
9oclock,moist,dry,49.79,28.85,1
moneyplant,moist,wet,68.76,32.48,0
9oclock,wet,dry,87.26,21.36,1
9oclock,wet,dry,65.97,32.47,1
moneyplant,wet,dry,79.15,18.9,0
moneyplant,dry,dry,73.41,34.3,1
9oclock,dry,moist,83.47,28.37,1
9oclock,wet,dry,81.01,35.2,1
moneyplant,wet,moist,72.91,25.21,0
9oclock,moist,moist,54.89,24.43,0
moneyplant,moist,moist,89.0,24.59,0
moneyplant,wet,moist,83.84,17.38,0
9oclock,wet,moist,51.97,29.02,0
9oclock,dry,moist,82.36,31.92,1
moneyplant,wet,dry,52.24,17.47,0
moneyplant,dry,dry,40.59,34.29,1
9oclock,wet,dry,41.68,19.71,1
9oclock,wet,wet,85.31,32.18,0
moneyplant,moist,dry,74.64,33.88,0
moneyplant,wet,wet,32.08,24.32,0
moneyplant,dry,moist,39.66,24.47,0
moneyplant,wet,wet,75.68,33.67,0
moneyplant,moist,moist,40.25,21.41,0
9oclock,moist,wet,47.04,35.81,0
9oclock,moist,moist,58.83,21.32,0
9oclock,wet,wet,76.23,21.41,0
9oclock,dry,dry,67.89,25.55,1
9oclock,dry,dry,59.37,17.12,1
9oclock,wet,dry,41.82,31.85,1
moneyplant,dry,moist,65.0,17.32,0
9oclock,moist,wet,52.75,20.68,0
9oclock,wet,dry,45.18,38.85,1
moneyplant,moist,dry,40.08,27.23,0
9oclock,moist,moist,72.4,25.76,0
9oclock,dry,moist,58.38,26.26,1
moneyplant,moist,dry,51.48,33.09,0
moneyplant,dry,wet,82.37,21.02,0
9oclock,wet,moist,83.18,16.51,0
moneyplant,moist,moist,89.04,34.94,0
9oclock,moist,dry,48.16,27.34,1
9oclock,wet,wet,41.1,29.38,0
9oclock,wet,wet,77.9,18.89,0
moneyplant,dry,moist,67.14,28.77,0
moneyplant,dry,dry,54.11,18.47,1
moneyplant,dry,moist,43.41,36.15,0
moneyplant,dry,moist,71.96,20.57,0
moneyplant,moist,dry,66.32,19.59,0
moneyplant,moist,moist,81.03,16.9,0
moneyplant,wet,wet,45.42,21.68,0
9oclock,dry,wet,78.5,38.61,1
moneyplant,moist,moist,58.03,21.69,0
moneyplant,wet,wet,38.25,31.68,0
moneyplant,wet,moist,34.99,20.56,0
9oclock,moist,moist,83.47,19.4,0
9oclock,dry,moist,62.67,19.18,1
moneyplant,wet,moist,34.49,21.36,0
moneyplant,dry,wet,55.23,36.5,0
9oclock,moist,moist,53.81,25.76,0
9oclock,dry,moist,85.78,38.15,1
9oclock,moist,wet,48.79,27.67,0
9oclock,wet,wet,86.02,17.96,0
9oclock,dry,moist,52.61,33.05,1
moneyplant,wet,dry,89.15,18.79,0
9oclock,moist,dry,48.56,31.59,1
9oclock,dry,moist,81.71,28.5,1
moneyplant,moist,wet,63.36,27.97,0
moneyplant,moist,wet,73.03,38.91,0
moneyplant,wet,dry,50.67,32.45,0
moneyplant,moist,wet,53.7,21.87,0
9oclock,dry,dry,58.62,24.51,1
9oclock,dry,moist,72.7,28.69,1
9oclock,dry,wet,85.71,26.53,1
moneyplant,moist,moist,87.39,25.56,0
moneyplant,dry,moist,86.98,35.18,0
moneyplant,moist,moist,82.14,19.33,0
9oclock,dry,moist,51.87,24.86,1
9oclock,dry,moist,89.66,36.88,1
moneyplant,dry,dry,59.87,22.7,1
9oclock,wet,dry,85.83,15.62,1
moneyplant,moist,moist,66.54,29.58,0
moneyplant,dry,dry,41.86,35.12,1
moneyplant,wet,dry,86.53,29.89,0
9oclock,moist,dry,85.31,18.94,1
moneyplant,dry,moist,55.73,15.94,0
9oclock,wet,wet,88.81,21.98,0
moneyplant,moist,wet,64.53,30.02,0
9oclock,moist,dry,54.49,31.51,1
moneyplant,dry,wet,78.49,35.41,0
9oclock,dry,moist,62.18,24.01,1
moneyplant,dry,wet,38.25,33.31,0
9oclock,moist,moist,89.05,16.47,0
9oclock,moist,dry,48.55,25.92,1
moneyplant,moist,dry,41.78,18.85,0
9oclock,dry,dry,85.68,38.78,1
9oclock,moist,moist,65.69,32.97,0
9oclock,wet,wet,49.84,30.46,0
9oclock,moist,moist,54.34,17.43,0
9oclock,wet,wet,76.29,24.71,0
9oclock,dry,moist,80.12,16.18,1
moneyplant,moist,dry,57.15,18.67,0
9oclock,moist,dry,68.65,31.44,1
9oclock,wet,moist,46.8,38.68,0
9oclock,dry,moist,68.84,38.78,1
moneyplant,dry,dry,35.49,37.59,1
9oclock,moist,moist,60.36,33.04,0
moneyplant,moist,wet,87.11,17.35,0
moneyplant,moist,moist,85.02,26.04,0
moneyplant,wet,wet,73.42,21.87,0
9oclock,dry,wet,31.2,35.67,1
moneyplant,dry,dry,48.38,34.15,1
9oclock,moist,wet,43.85,29.57,0
moneyplant,wet,wet,87.81,25.6,0
moneyplant,wet,dry,74.38,32.99,0
9oclock,dry,dry,86.99,35.42,1
9oclock,wet,moist,50.99,23.36,0
moneyplant,wet,wet,76.78,30.6,0
9oclock,wet,moist,50.13,18.55,0
9oclock,moist,dry,49.0,18.84,1
moneyplant,dry,wet,64.92,33.68,0
9oclock,moist,dry,67.35,31.73,1
moneyplant,moist,dry,67.73,17.73,0
moneyplant,dry,wet,77.91,36.55,0
9oclock,wet,moist,89.75,32.58,0
moneyplant,wet,dry,75.58,29.72,0
9oclock,dry,wet,51.85,20.92,1
9oclock,moist,dry,77.81,29.14,1
moneyplant,dry,moist,81.81,30.09,0
9oclock,dry,wet,82.67,20.22,1
moneyplant,dry,wet,72.12,27.66,0
9oclock,dry,moist,69.15,18.35,1
moneyplant,wet,dry,65.29,35.39,0
9oclock,moist,wet,78.24,39.03,0
moneyplant,moist,wet,47.18,26.77,0
moneyplant,wet,wet,53.31,21.28,0
moneyplant,dry,dry,42.31,21.95,1
moneyplant,moist,moist,32.93,25.86,0
9oclock,moist,moist,81.05,27.54,0
moneyplant,wet,dry,89.87,29.37,0
moneyplant,dry,dry,35.35,34.84,1
9oclock,moist,moist,67.21,36.93,0
9oclock,moist,wet,84.96,23.12,0
9oclock,moist,moist,42.93,28.84,0
9oclock,wet,dry,73.41,18.03,1
moneyplant,dry,dry,89.55,16.72,1
9oclock,wet,wet,42.92,26.84,0
moneyplant,dry,moist,43.68,32.87,0
9oclock,wet,moist,67.15,39.37,0
9oclock,moist,wet,62.36,35.18,0
9oclock,wet,wet,68.68,24.73,0
9oclock,moist,wet,83.09,21.65,0
9oclock,dry,wet,86.09,29.22,1
moneyplant,moist,dry,49.05,31.9,0
moneyplant,dry,moist,42.36,27.97,0
moneyplant,moist,dry,59.81,28.49,0
9oclock,dry,dry,61.92,30.96,1
moneyplant,dry,moist,69.54,23.25,0
9oclock,wet,dry,58.93,34.45,1
moneyplant,wet,dry,87.92,38.38,0
moneyplant,dry,moist,71.19,27.24,0
moneyplant,dry,dry,79.5,19.82,1
9oclock,wet,dry,88.55,25.81,1
moneyplant,wet,wet,82.83,21.93,0
9oclock,dry,moist,78.73,18.83,1
moneyplant,wet,wet,57.26,38.62,0
moneyplant,moist,wet,51.42,22.72,0
9oclock,moist,moist,43.46,22.2,0
9oclock,wet,wet,67.08,37.12,0
9oclock,wet,moist,69.28,28.45,0
9oclock,moist,dry,59.44,38.05,1
9oclock,wet,moist,39.5,25.21,0
9oclock,dry,wet,59.09,29.28,1
9oclock,dry,dry,44.51,32.49,1
9oclock,moist,dry,33.54,30.34,1
moneyplant,wet,moist,67.77,25.04,0
moneyplant,dry,wet,46.29,35.18,0
9oclock,wet,dry,49.92,24.39,1
9oclock,wet,moist,59.56,27.77,0
9oclock,wet,moist,34.29,20.86,0
9oclock,wet,wet,49.02,31.54,0
moneyplant,wet,moist,45.96,32.16,0
moneyplant,moist,dry,61.53,26.74,0
9oclock,dry,moist,87.42,24.56,1
moneyplant,dry,wet,41.66,37.19,0
9oclock,moist,dry,38.42,35.91,1
moneyplant,wet,dry,77.83,22.98,0
moneyplant,moist,wet,61.23,20.11,0
moneyplant,wet,moist,56.18,18.23,0
9oclock,moist,dry,79.31,18.94,1
moneyplant,dry,dry,37.72,30.55,1
9oclock,moist,moist,80.82,29.35,0
9oclock,dry,moist,89.2,24.51,1
9oclock,dry,moist,38.77,39.41,1
9oclock,moist,wet,89.21,24.72,0
9oclock,moist,wet,52.82,16.04,0
moneyplant,moist,moist,71.7,21.72,0
9oclock,dry,moist,43.18,36.42,1
moneyplant,moist,moist,41.9,19.61,0
9oclock,wet,wet,76.36,19.17,0
moneyplant,moist,wet,63.74,22.36,0
moneyplant,dry,wet,66.86,16.96,0
moneyplant,dry,dry,82.99,28.49,1
9oclock,moist,dry,48.65,37.08,1
moneyplant,wet,dry,68.24,16.64,0
9oclock,moist,wet,83.91,23.17,0
moneyplant,wet,dry,75.85,38.38,0
moneyplant,dry,wet,63.61,24.34,0
9oclock,moist,moist,61.45,30.68,0
9oclock,dry,wet,64.6,23.99,1
moneyplant,wet,dry,46.7,26.32,0
moneyplant,dry,wet,56.67,22.04,0
moneyplant,wet,moist,30.96,22.21,0
moneyplant,wet,dry,32.57,37.33,0
9oclock,dry,dry,83.41,38.22,1
9oclock,dry,dry,31.74,17.84,1
9oclock,dry,moist,74.42,19.11,1
moneyplant,wet,moist,46.62,16.98,0
9oclock,wet,moist,73.6,39.23,0
moneyplant,moist,wet,67.82,39.71,0
9oclock,moist,moist,84.88,30.52,0
moneyplant,dry,wet,65.54,21.99,0
moneyplant,dry,moist,68.56,28.37,0
9oclock,wet,dry,70.79,26.85,1
9oclock,moist,dry,40.2,32.38,1
9oclock,dry,wet,58.04,18.27,1
9oclock,moist,wet,39.69,21.73,0
moneyplant,moist,wet,60.46,26.69,0
9oclock,moist,wet,58.34,26.79,0
9oclock,moist,wet,71.66,22.8,0
moneyplant,dry,moist,62.25,18.73,0
9oclock,moist,dry,48.83,29.22,1
moneyplant,moist,wet,53.75,16.05,0
9oclock,dry,moist,33.29,33.38,1
