Plant Type,Moisture 1,Moisture 2,Humidity,Temperature,Motor State
moneyplant,moist,dry,61.6,18.85,0
moneyplant,wet,dry,68.53,37.56,0
9oclock,wet,moist,85.66,21.06,0
moneyplant,dry,moist,57.2,20.68,0
moneyplant,moist,wet,43.85,39.45,0
9oclock,moist,wet,45.32,16.62,0
9oclock,dry,wet,34.79,35.31,1
9oclock,moist,dry,78.84,33.62,1
moneyplant,dry,moist,75.64,24.07,0
9oclock,dry,wet,82.36,23.81,1
moneyplant,dry,wet,51.63,35.42,0
9oclock,dry,moist,66.84,20.28,1
moneyplant,wet,dry,51.17,30.8,0
9oclock,moist,wet,34.56,33.45,0
moneyplant,moist,dry,66.58,31.03,0
moneyplant,moist,wet,86.56,39.5,0
moneyplant,moist,moist,76.77,33.31,0
9oclock,wet,dry,57.61,27.23,1
9oclock,moist,wet,88.69,25.11,0
9oclock,wet,wet,44.32,38.87,0
9oclock,dry,wet,80.18,32.89,1
9oclock,dry,dry,45.81,16.23,1
moneyplant,moist,wet,51.54,38.58,0
9oclock,wet,moist,42.19,29.99,0
9oclock,wet,wet,52.07,28.51,0
9oclock,dry,dry,67.26,36.34,1
9oclock,moist,dry,47.5,37.95,1
moneyplant,wet,wet,34.9,16.08,0
moneyplant,wet,dry,45.99,17.59,0
moneyplant,wet,wet,38.84,22.22,0
moneyplant,moist,moist,61.5,34.42,0
9oclock,moist,moist,44.58,23.69,0
moneyplant,dry,wet,45.23,21.07,0
moneyplant,wet,dry,44.56,24.55,0
moneyplant,moist,moist,30.31,30.8,0
moneyplant,dry,dry,45.0,26.22,1
moneyplant,dry,dry,86.83,39.33,1
9oclock,wet,wet,78.01,33.78,0
moneyplant,wet,moist,74.56,31.48,0
moneyplant,wet,wet,55.22,23.28,0
9oclock,moist,wet,42.78,22.62,0
9oclock,moist,wet,47.04,17.46,0
9oclock,wet,moist,36.58,32.63,0
moneyplant,wet,moist,58.34,38.04,0
9oclock,moist,wet,58.76,20.67,0
moneyplant,wet,wet,82.22,15.9,0
9oclock,wet,wet,86.59,20.39,0
9oclock,moist,dry,55.69,35.67,1
9oclock,moist,moist,56.57,24.91,0
9oclock,dry,wet,42.74,28.68,1
9oclock,dry,wet,48.7,29.06,1
9oclock,wet,wet,36.54,15.51,0
9oclock,dry,moist,46.99,16.71,1
moneyplant,dry,wet,40.82,23.87,0
moneyplant,wet,moist,66.9,21.62,0
moneyplant,wet,dry,55.5,23.22,0
moneyplant,moist,moist,34.65,16.44,0
9oclock,moist,dry,33.05,23.71,1
moneyplant,wet,moist,50.4,31.97,0
moneyplant,moist,dry,80.55,35.76,0
moneyplant,wet,moist,41.55,28.89,0
9oclock,dry,dry,69.3,39.98,1
9oclock,moist,dry,65.2,29.14,1
moneyplant,dry,moist,32.93,18.04,0
moneyplant,dry,dry,55.97,19.02,1
9oclock,wet,moist,77.18,35.51,0
moneyplant,wet,moist,46.98,38.83,0
9oclock,moist,dry,49.21,25.98,1
moneyplant,dry,wet,39.42,22.84,0
9oclock,wet,wet,61.37,33.49,0
9oclock,wet,dry,55.71,24.17,1
moneyplant,dry,wet,70.78,28.63,0
9oclock,wet,dry,82.3,28.01,1
9oclock,dry,wet,73.79,21.49,1
9oclock,dry,wet,65.74,24.36,1
moneyplant,dry,moist,42.93,30.99,0
9oclock,moist,wet,30.62,29.17,0
9oclock,wet,moist,86.93,32.51,0
moneyplant,moist,moist,61.83,22.77,0
moneyplant,dry,dry,89.7,27.52,1
9oclock,dry,dry,78.23,18.54,1
moneyplant,wet,dry,62.73,27.22,0
9oclock,dry,moist,31.34,35.81,1
9oclock,wet,dry,49.61,30.92,1
9oclock,moist,wet,38.02,25.0,0
9oclock,wet,wet,79.75,19.56,0
9oclock,dry,dry,44.61,32.35,1
9oclock,moist,dry,50.35,22.41,1
moneyplant,moist,wet,33.61,25.52,0
9oclock,moist,moist,46.19,26.69,0
9oclock,dry,moist,81.51,23.67,1
9oclock,moist,wet,43.99,29.02,0
9oclock,dry,dry,66.76,30.36,1
moneyplant,moist,moist,30.05,26.58,0
moneyplant,moist,moist,80.71,15.6,0
moneyplant,moist,wet,38.07,33.35,0
9oclock,moist,wet,40.2,37.17,0
9oclock,dry,dry,79.56,35.56,1
moneyplant,moist,moist,62.14,33.09,0
9oclock,wet,dry,62.95,17.86,1
9oclock,moist,wet,44.26,25.95,0
moneyplant,dry,moist,55.11,19.25,0
9oclock,moist,moist,60.47,31.05,0
9oclock,dry,dry,58.34,34.16,1
moneyplant,moist,dry,87.55,36.29,0
9oclock,wet,moist,41.02,36.11,0
moneyplant,dry,wet,89.21,25.05,0
moneyplant,wet,dry,42.06,16.4,0
moneyplant,dry,wet,68.2,29.07,0
moneyplant,wet,dry,61.1,35.13,0
moneyplant,wet,wet,54.99,38.21,0
9oclock,dry,dry,30.47,20.92,1
9oclock,wet,wet,62.04,29.77,0
moneyplant,moist,wet,85.68,20.36,0
9oclock,moist,dry,74.26,20.78,1
moneyplant,dry,wet,34.04,30.53,0
moneyplant,wet,moist,39.49,20.47,0
moneyplant,wet,moist,34.8,26.52,0
9oclock,wet,moist,34.7,24.82,0
moneyplant,wet,dry,35.26,37.78,0
9oclock,wet,moist,58.69,32.63,0
9oclock,moist,dry,87.99,22.8,1
moneyplant,moist,wet,32.25,31.24,0
moneyplant,moist,dry,34.94,17.74,0
moneyplant,moist,moist,32.85,28.78,0
moneyplant,moist,wet,80.89,32.71,0
moneyplant,dry,moist,61.91,17.92,0
9oclock,dry,dry,75.69,17.73,1
moneyplant,moist,dry,46.04,28.33,0
9oclock,moist,dry,66.05,16.65,1
moneyplant,dry,moist,38.91,25.65,0
9oclock,dry,wet,72.08,20.39,1
9oclock,moist,wet,74.52,16.94,0
moneyplant,wet,wet,49.15,35.23,0
9oclock,wet,moist,78.06,15.19,0
moneyplant,wet,dry,40.62,33.94,0
9oclock,moist,moist,51.39,35.55,0
moneyplant,wet,wet,88.08,27.98,0
9oclock,wet,moist,44.69,39.69,0
moneyplant,moist,moist,41.37,39.82,0
9oclock,wet,wet,85.7,25.51,0
9oclock,moist,moist,64.93,35.75,0
moneyplant,moist,wet,61.54,17.08,0
9oclock,dry,wet,60.17,38.86,1
9oclock,moist,wet,33.75,34.27,0
9oclock,moist,wet,57.38,20.02,0
9oclock,dry,moist,74.16,30.12,1
moneyplant,moist,wet,71.67,33.02,0
9oclock,wet,moist,68.65,37.9,0
9oclock,wet,dry,54.41,27.03,1
moneyplant,dry,wet,81.43,25.55,0
moneyplant,dry,moist,36.29,21.44,0
moneyplant,wet,moist,42.52,22.48,0
moneyplant,dry,moist,37.64,24.93,0
9oclock,moist,wet,82.56,18.65,0
9oclock,moist,moist,80.59,24.99,0
moneyplant,wet,wet,81.6,37.6,0
moneyplant,dry,wet,79.96,15.18,0
moneyplant,dry,dry,50.79,31.19,1
9oclock,dry,wet,61.71,27.77,1
moneyplant,dry,moist,35.81,36.96,0
9oclock,moist,moist,86.69,32.08,0
9oclock,dry,moist,54.48,21.31,1
moneyplant,moist,dry,63.19,38.54,0
9oclock,dry,dry,82.01,31.25,1
9oclock,dry,moist,50.07,20.07,1
9oclock,moist,dry,30.49,36.84,1
moneyplant,wet,dry,65.76,34.44,0
moneyplant,moist,moist,78.52,31.36,0
moneyplant,wet,wet,88.39,36.99,0
moneyplant,moist,wet,35.96,15.64,0
moneyplant,wet,moist,32.92,29.34,0
moneyplant,dry,dry,56.58,26.3,1
9oclock,dry,dry,38.34,17.93,1
moneyplant,dry,dry,34.42,39.54,1
moneyplant,moist,wet,48.6,29.45,0
moneyplant,wet,dry,48.55,18.96,0
moneyplant,moist,dry,73.54,21.47,0
9oclock,wet,dry,63.76,26.94,1
9oclock,moist,dry,38.64,23.54,1
9oclock,dry,wet,68.27,17.35,1
moneyplant,dry,wet,33.61,29.43,0
9oclock,wet,moist,51.39,37.67,0
9oclock,wet,moist,61.03,35.15,0
9oclock,dry,wet,68.01,38.75,1
9oclock,moist,wet,81.91,22.56,0
9oclock,wet,wet,40.25,18.63,0
moneyplant,dry,wet,41.17,19.75,0
moneyplant,dry,wet,36.85,16.98,0
moneyplant,moist,moist,51.57,30.25,0
9oclock,dry,wet,85.87,38.28,1
moneyplant,dry,wet,55.46,36.65,0
9oclock,wet,dry,31.04,37.52,1
moneyplant,moist,dry,77.5,33.92,0
9oclock,moist,wet,79.52,23.39,0
moneyplant,wet,wet,83.6,32.42,0
9oclock,moist,wet,63.61,37.56,0
9oclock,moist,dry,41.77,21.92,1
moneyplant,moist,dry,61.9,20.52,0
9oclock,moist,moist,49.61,27.52,0
9oclock,wet,dry,53.37,27.81,1
9oclock,moist,moist,67.11,39.71,0
moneyplant,wet,wet,32.36,20.74,0
9oclock,wet,wet,57.68,23.06,0
moneyplant,moist,dry,88.97,22.57,0
9oclock,moist,wet,59.18,18.25,0
moneyplant,wet,moist,34.08,17.88,0
moneyplant,wet,wet,38.84,18.71,0
moneyplant,dry,wet,45.65,24.78,0
moneyplant,wet,moist,63.47,16.32,0
9oclock,wet,wet,45.48,27.14,0
moneyplant,moist,moist,35.45,33.66,0
moneyplant,moist,wet,71.11,31.71,0
moneyplant,dry,dry,43.49,17.37,1
9oclock,dry,wet,69.9,26.92,1
moneyplant,moist,wet,55.82,37.16,0
moneyplant,wet,moist,62.36,20.41,0
moneyplant,dry,moist,87.61,18.39,0
moneyplant,wet,wet,43.68,28.58,0
9oclock,wet,moist,33.67,16.5,0
moneyplant,moist,moist,50.45,30.53,0
9oclock,wet,wet,76.47,18.8,0
moneyplant,wet,moist,80.19,15.47,0
9oclock,wet,moist,79.74,21.22,0
9oclock,dry,moist,86.69,29.76,1
moneyplant,moist,moist,42.63,27.47,0
9oclock,dry,dry,59.68,39.98,1
9oclock,moist,moist,66.68,17.5,0
9oclock,moist,moist,67.36,16.13,0
moneyplant,wet,dry,51.22,28.36,0
moneyplant,dry,wet,57.31,20.41,0
9oclock,dry,dry,84.32,16.12,1
9oclock,moist,moist,55.26,20.02,0
9oclock,dry,dry,46.9,20.4,1
9oclock,dry,wet,82.59,22.63,1
9oclock,moist,wet,69.68,27.94,0
moneyplant,moist,wet,45.41,35.51,0
moneyplant,dry,dry,37.02,23.92,1
moneyplant,wet,moist,84.7,34.89,0
9oclock,moist,wet,64.53,20.44,0
moneyplant,dry,dry,32.51,24.69,1
9oclock,moist,wet,60.02,20.51,0
moneyplant,wet,dry,41.16,23.67,0
moneyplant,dry,wet,74.95,33.13,0
moneyplant,wet,dry,89.51,31.24,0
9oclock,dry,dry,73.71,15.79,1
moneyplant,wet,dry,83.92,17.31,0
moneyplant,wet,moist,64.39,19.9,0
moneyplant,moist,moist,66.45,21.24,0
moneyplant,wet,dry,61.85,22.17,0
9oclock,wet,dry,72.9,29.28,1
moneyplant,wet,wet,83.56,37.51,0
moneyplant,wet,wet,54.65,18.63,0
moneyplant,dry,moist,86.39,37.24,0
9oclock,dry,moist,42.03,16.15,1
9oclock,wet,dry,56.87,33.18,1
moneyplant,moist,wet,85.85,18.28,0
9oclock,moist,dry,31.45,30.84,1
9oclock,dry,dry,33.93,16.0,1
moneyplant,moist,dry,43.72,35.87,0
moneyplant,wet,dry,53.08,15.15,0
moneyplant,wet,moist,65.03,37.78,0
9oclock,wet,wet,75.83,25.94,0
moneyplant,moist,wet,67.85,39.51,0
moneyplant,wet,wet,87.11,30.87,0
moneyplant,wet,wet,79.24,25.9,0
9oclock,wet,dry,71.19,19.44,1
moneyplant,dry,wet,49.8,17.53,0
moneyplant,wet,wet,62.38,31.42,0
moneyplant,dry,wet,69.04,29.47,0
9oclock,wet,dry,89.21,27.36,1
9oclock,wet,moist,76.37,33.98,0
9oclock,dry,dry,81.09,24.82,1
moneyplant,dry,wet,43.4,36.25,0
moneyplant,dry,moist,64.76,18.18,0
9oclock,dry,moist,62.5,39.47,1
9oclock,dry,wet,78.69,23.54,1
moneyplant,wet,wet,40.17,19.33,0
moneyplant,dry,dry,36.31,28.07,1
9oclock,moist,moist,31.85,30.25,0
moneyplant,wet,dry,60.51,26.57,0
moneyplant,moist,wet,89.26,19.62,0
9oclock,wet,moist,35.16,19.47,0
9oclock,moist,wet,79.88,35.18,0
9oclock,moist,moist,61.83,33.23,0
9oclock,wet,dry,69.14,21.33,1
moneyplant,dry,wet,52.03,27.31,0
9oclock,moist,moist,64.57,22.71,0
moneyplant,wet,dry,37.1,39.38,0
moneyplant,wet,wet,51.57,24.96,0
9oclock,wet,moist,60.78,20.07,0
9oclock,dry,moist,67.45,35.01,1
9oclock,moist,moist,37.73,19.28,0
moneyplant,wet,moist,54.44,15.19,0
9oclock,dry,moist,41.93,32.11,1
9oclock,moist,dry,42.49,20.35,1
moneyplant,wet,dry,70.76,20.15,0
9oclock,moist,moist,77.92,32.97,0
9oclock,wet,moist,62.49,34.32,0
moneyplant,wet,wet,87.42,38.41,0
9oclock,moist,dry,83.2,32.88,1
9oclock,wet,wet,61.93,37.28,0
moneyplant,dry,moist,74.02,30.73,0
moneyplant,dry,wet,45.72,25.51,0
moneyplant,moist,dry,63.06,28.94,0
9oclock,wet,dry,37.14,24.26,1
moneyplant,dry,dry,52.67,33.1,1
moneyplant,moist,moist,36.2,38.92,0
9oclock,wet,dry,59.44,33.44,1
9oclock,dry,dry,58.38,25.48,1
9oclock,moist,wet,89.15,37.47,0
moneyplant,dry,moist,70.89,26.79,0
9oclock,wet,moist,75.22,25.69,0
moneyplant,dry,wet,73.61,19.3,0
moneyplant,moist,moist,70.27,35.28,0
9oclock,moist,dry,65.7,30.24,1
moneyplant,moist,dry,51.04,27.54,0
9oclock,wet,dry,31.05,35.68,1
9oclock,dry,moist,49.93,36.12,1
9oclock,dry,moist,75.76,18.28,1
moneyplant,wet,moist,65.72,27.76,0
moneyplant,dry,dry,53.68,19.99,1
moneyplant,wet,dry,49.53,33.23,0
moneyplant,moist,wet,53.46,22.65,0
9oclock,wet,wet,50.82,27.74,0
9oclock,moist,wet,72.67,26.89,0
moneyplant,dry,moist,75.0,25.73,0
moneyplant,dry,moist,34.47,19.56,0
moneyplant,dry,wet,52.25,39.62,0
moneyplant,wet,dry,50.58,18.7,0
9oclock,moist,moist,52.43,33.67,0
moneyplant,wet,moist,40.98,21.55,0
9oclock,wet,moist,76.69,35.26,0
moneyplant,dry,moist,45.59,15.44,0
9oclock,dry,dry,54.24,15.05,1
9oclock,moist,dry,84.79,39.27,1
9oclock,moist,wet,62.06,32.22,0
moneyplant,wet,dry,41.19,33.57,0
9oclock,wet,dry,86.55,15.6,1
9oclock,wet,wet,47.35,15.66,0
9oclock,dry,wet,51.94,32.66,1
9oclock,wet,dry,85.97,23.31,1
moneyplant,wet,moist,38.24,27.16,0
moneyplant,moist,wet,54.69,28.34,0
9oclock,dry,moist,63.55,32.35,1
9oclock,dry,moist,84.31,35.12,1
moneyplant,dry,moist,84.16,33.94,0
moneyplant,moist,moist,65.82,27.91,0
9oclock,moist,wet,62.17,23.0,0
9oclock,dry,dry,67.1,30.64,1
moneyplant,dry,dry,47.67,30.17,1
moneyplant,wet,dry,61.81,16.21,0
moneyplant,dry,moist,73.67,18.14,0
moneyplant,moist,wet,85.82,21.3,0
9oclock,wet,moist,72.98,27.05,0
moneyplant,wet,moist,73.58,21.6,0
9oclock,wet,dry,35.68,17.46,1
moneyplant,moist,dry,37.6,28.17,0
9oclock,wet,wet,88.93,36.88,0
moneyplant,moist,dry,68.03,30.38,0
moneyplant,dry,dry,40.84,23.09,1
moneyplant,wet,wet,50.26,26.0,0
9oclock,dry,moist,80.62,32.34,1
moneyplant,dry,moist,73.26,32.7,0
moneyplant,dry,wet,79.34,30.51,0
moneyplant,dry,wet,47.09,21.32,0
moneyplant,wet,wet,54.24,19.48,0
moneyplant,moist,moist,33.38,27.53,0
9oclock,moist,dry,66.18,37.14,1
moneyplant,moist,moist,80.82,22.49,0
moneyplant,dry,moist,77.46,23.21,0
9oclock,wet,dry,31.45,27.32,1
9oclock,dry,dry,55.29,28.8,1
9oclock,wet,wet,75.53,28.96,0
9oclock,wet,wet,78.07,30.49,0
moneyplant,moist,wet,34.89,24.44,0
9oclock,wet,wet,81.64,24.49,0
9oclock,dry,dry,82.7,36.06,1
9oclock,dry,moist,72.07,28.47,1
9oclock,moist,moist,48.34,20.13,0
moneyplant,dry,moist,53.01,31.8,0
9oclock,moist,dry,48.97,21.9,1
moneyplant,wet,dry,84.02,36.54,0
9oclock,moist,moist,58.32,30.58,0
moneyplant,dry,dry,74.37,31.33,1
moneyplant,moist,dry,61.23,24.96,0
moneyplant,dry,wet,57.29,18.44,0
moneyplant,moist,moist,60.82,29.86,0
9oclock,dry,dry,68.82,18.18,1
moneyplant,dry,dry,32.55,27.0,1
moneyplant,wet,dry,40.27,27.27,0
moneyplant,wet,dry,74.15,32.92,0
moneyplant,wet,wet,36.46,37.22,0
9oclock,dry,wet,68.81,25.32,1
moneyplant,wet,wet,59.57,26.2,0
moneyplant,dry,dry,64.88,23.81,1
9oclock,wet,moist,69.2,36.98,0
9oclock,wet,wet,54.21,37.01,0
moneyplant,dry,dry,75.16,34.56,1
9oclock,wet,moist,43.13,25.85,0
moneyplant,wet,dry,50.49,31.52,0
9oclock,moist,wet,32.19,22.86,0
moneyplant,wet,moist,86.51,39.76,0
moneyplant,wet,dry,63.29,19.59,0
9oclock,dry,wet,73.31,30.5,1
moneyplant,dry,dry,39.37,34.38,1
moneyplant,dry,moist,53.65,16.64,0
9oclock,dry,wet,60.0,15.96,1
moneyplant,dry,wet,77.81,25.75,0
9oclock,dry,dry,55.81,18.23,1
moneyplant,dry,moist,39.08,25.55,0
moneyplant,wet,dry,63.9,36.28,0
moneyplant,wet,dry,34.77,20.65,0
moneyplant,moist,dry,66.57,18.71,0
moneyplant,dry,dry,44.91,19.67,1
9oclock,dry,wet,70.13,22.75,1
moneyplant,dry,dry,43.32,34.65,1
9oclock,dry,wet,89.11,33.45,1
moneyplant,wet,moist,36.69,24.56,0
9oclock,wet,moist,75.69,34.3,0
9oclock,wet,moist,75.38,17.55,0
9oclock,moist,moist,49.1,26.56,0
moneyplant,dry,dry,65.08,33.45,1
9oclock,dry,dry,57.88,39.82,1
moneyplant,wet,dry,79.32,22.05,0
moneyplant,moist,wet,52.91,35.32,0
9oclock,dry,moist,60.43,15.39,1
9oclock,moist,wet,47.88,36.47,0
9oclock,wet,moist,34.57,35.64,0
moneyplant,wet,wet,31.8,26.5,0
9oclock,wet,moist,41.0,31.31,0
9oclock,moist,wet,42.48,21.16,0
9oclock,dry,wet,81.22,21.0,1
9oclock,moist,moist,61.72,22.32,0
9oclock,dry,moist,86.35,16.12,1
9oclock,moist,wet,76.22,19.46,0
moneyplant,moist,dry,74.62,23.19,0
9oclock,dry,moist,59.55,19.9,1
moneyplant,moist,moist,65.7,30.39,0
moneyplant,dry,moist,42.67,27.52,0
9oclock,moist,dry,69.21,22.0,1
moneyplant,dry,wet,62.73,38.22,0
9oclock,wet,wet,66.91,27.47,0
moneyplant,moist,wet,78.02,21.6,0
moneyplant,moist,wet,34.31,30.06,0
moneyplant,moist,wet,50.29,19.91,0
moneyplant,dry,dry,86.02,34.1,1
moneyplant,wet,moist,30.81,29.52,0
moneyplant,moist,wet,60.45,29.12,0
9oclock,wet,wet,84.7,28.26,0
moneyplant,wet,moist,82.28,35.91,0
9oclock,moist,wet,61.04,19.92,0
9oclock,dry,dry,67.89,38.28,1
moneyplant,dry,moist,35.65,16.87,0
9oclock,dry,moist,44.24,35.69,1
9oclock,dry,wet,79.99,16.95,1
moneyplant,wet,moist,54.42,24.19,0
9oclock,wet,dry,65.4,34.53,1
9oclock,moist,moist,69.46,15.82,0
moneyplant,wet,moist,55.03,28.23,0
9oclock,wet,moist,50.41,30.26,0
9oclock,wet,moist,49.14,39.73,0
9oclock,wet,moist,44.44,35.13,0
9oclock,wet,moist,37.56,38.63,0
9oclock,wet,moist,46.65,17.6,0
moneyplant,dry,moist,83.88,26.43,0
9oclock,wet,wet,44.58,15.58,0
moneyplant,dry,dry,83.45,20.78,1
moneyplant,moist,dry,40.75,26.17,0
9oclock,moist,dry,75.7,23.58,1
9oclock,wet,dry,85.9,27.69,1
9oclock,wet,dry,84.03,19.63,1
moneyplant,wet,dry,62.44,35.56,0
moneyplant,wet,moist,68.3,36.7,0
9oclock,moist,moist,34.36,24.23,0
moneyplant,wet,dry,83.75,21.15,0
moneyplant,wet,wet,53.49,34.27,0
moneyplant,wet,moist,53.88,19.68,0
moneyplant,dry,wet,61.12,34.31,0
9oclock,dry,moist,88.55,33.36,1
moneyplant,moist,wet,56.14,26.12,0
9oclock,moist,moist,78.15,23.1,0
9oclock,wet,dry,63.12,26.56,1
9oclock,wet,dry,72.45,34.37,1
moneyplant,moist,wet,67.37,23.13,0
moneyplant,wet,dry,44.46,30.84,0
moneyplant,moist,moist,78.67,31.87,0
9oclock,wet,wet,63.73,23.18,0
9oclock,wet,wet,75.58,26.17,0
moneyplant,dry,moist,56.12,30.57,0
moneyplant,moist,wet,35.04,33.52,0
moneyplant,dry,moist,73.77,17.26,0
moneyplant,moist,dry,46.38,18.16,0
moneyplant,dry,wet,75.09,39.17,0
moneyplant,dry,dry,71.35,33.24,1
moneyplant,dry,dry,40.23,20.49,1
moneyplant,wet,dry,32.0,34.83,0
moneyplant,moist,moist,45.07,23.87,0
moneyplant,moist,moist,74.48,38.22,0
moneyplant,dry,moist,57.7,21.75,0
moneyplant,wet,dry,47.06,21.96,0
9oclock,dry,wet,78.96,24.65,1
9oclock,moist,wet,50.98,33.59,0
moneyplant,dry,dry,73.79,26.6,1
moneyplant,moist,dry,77.33,16.38,0
moneyplant,dry,wet,76.46,31.02,0
9oclock,moist,moist,73.12,29.88,0
9oclock,moist,dry,75.21,36.35,1
moneyplant,dry,moist,79.95,33.79,0
moneyplant,dry,moist,37.66,18.18,0
9oclock,moist,dry,58.61,27.23,1
moneyplant,moist,dry,77.68,15.34,0
moneyplant,moist,dry,88.5,35.2,0
9oclock,wet,moist,64.78,39.17,0
moneyplant,wet,moist,45.56,22.55,0
9oclock,dry,moist,89.17,37.91,1
9oclock,moist,dry,61.11,18.39,1
9oclock,wet,wet,59.18,19.63,0
9oclock,dry,dry,88.37,23.35,1
moneyplant,dry,wet,83.33,15.71,0
moneyplant,dry,wet,73.79,19.07,0
moneyplant,moist,wet,40.52,36.57,0
9oclock,moist,wet,39.09,23.59,0
9oclock,wet,moist,75.18,33.46,0
moneyplant,moist,wet,35.65,33.97,0
9oclock,dry,dry,79.94,24.85,1
moneyplant,moist,moist,31.96,24.24,0
moneyplant,wet,dry,48.27,31.19,0
moneyplant,moist,wet,63.44,20.05,0
9oclock,wet,wet,70.57,16.05,0
9oclock,wet,dry,70.46,37.9,1
moneyplant,moist,moist,41.32,19.04,0
moneyplant,dry,wet,36.94,20.81,0
9oclock,dry,dry,46.71,22.49,1
9oclock,dry,wet,32.73,19.87,1
moneyplant,wet,dry,38.35,35.4,0
9oclock,dry,wet,40.93,33.11,1
moneyplant,wet,dry,89.92,27.9,0
9oclock,wet,moist,75.77,23.87,0
moneyplant,moist,dry,85.5,21.61,0
9oclock,wet,moist,46.27,28.0,0
9oclock,moist,wet,39.6,16.8,0
9oclock,wet,wet,87.13,33.62,0
moneyplant,wet,dry,80.79,35.44,0
moneyplant,wet,dry,78.78,19.69,0
moneyplant,wet,dry,68.01,37.1,0
9oclock,wet,moist,33.23,36.02,0
moneyplant,wet,dry,89.82,38.29,0
moneyplant,moist,wet,51.26,16.98,0
9oclock,wet,dry,39.66,31.43,1
9oclock,moist,moist,88.24,32.93,0
9oclock,moist,moist,40.84,18.49,0
9oclock,moist,dry,55.83,15.99,1
9oclock,wet,moist,56.3,18.81,0
moneyplant,wet,dry,39.92,15.7,0
moneyplant,wet,moist,35.77,21.93,0
9oclock,dry,moist,39.72,24.39,1
9oclock,wet,wet,60.04,23.26,0
moneyplant,moist,moist,39.39,27.73,0
moneyplant,wet,dry,48.17,20.71,0
9oclock,moist,moist,66.44,15.28,0
9oclock,moist,dry,46.21,38.76,1
moneyplant,wet,wet,87.82,23.43,0
moneyplant,moist,dry,47.21,33.69,0
moneyplant,wet,moist,53.76,39.33,0
moneyplant,wet,wet,30.23,19.88,0
9oclock,dry,dry,56.6,30.85,1
9oclock,dry,moist,32.85,32.26,1
9oclock,dry,wet,34.74,33.08,1
moneyplant,moist,moist,33.92,31.57,0
9oclock,moist,moist,74.64,16.95,0
moneyplant,moist,wet,53.01,37.38,0
moneyplant,moist,moist,47.14,20.37,0
moneyplant,wet,dry,45.36,30.07,0
9oclock,wet,wet,79.78,38.31,0
moneyplant,dry,dry,45.39,27.73,1
moneyplant,dry,wet,84.12,26.36,0
moneyplant,wet,moist,39.14,21.6,0
9oclock,moist,dry,61.06,19.11,1
9oclock,dry,dry,78.97,30.38,1
9oclock,moist,moist,83.28,28.22,0
moneyplant,wet,moist,50.21,21.04,0
moneyplant,wet,dry,53.75,23.38,0
9oclock,dry,wet,40.45,38.17,1
9oclock,moist,wet,58.04,39.96,0
moneyplant,wet,wet,78.57,16.01,0
9oclock,dry,moist,45.19,25.33,1
9oclock,wet,dry,37.32,32.31,1
moneyplant,wet,dry,65.53,22.64,0
9oclock,moist,moist,41.16,32.24,0
9oclock,wet,dry,86.1,38.19,1
moneyplant,moist,dry,39.99,27.04,0
9oclock,dry,moist,32.78,24.56,1
moneyplant,wet,wet,77.61,16.23,0
9oclock,moist,wet,64.72,16.15,0
moneyplant,moist,wet,82.18,33.69,0
9oclock,wet,dry,50.96,22.95,1
moneyplant,dry,moist,51.22,36.64,0
9oclock,moist,dry,87.27,17.0,1
moneyplant,moist,wet,46.95,30.88,0
moneyplant,moist,wet,74.37,33.6,0
9oclock,moist,wet,65.18,31.76,0
moneyplant,moist,wet,86.87,15.05,0
9oclock,wet,moist,81.85,38.86,0
9oclock,wet,moist,45.99,18.67,0
9oclock,wet,moist,41.68,16.9,0
moneyplant,moist,moist,69.84,36.79,0
9oclock,wet,moist,83.91,19.6,0
moneyplant,wet,dry,62.97,32.68,0
9oclock,wet,wet,45.22,23.23,0
9oclock,dry,moist,82.05,21.89,1
9oclock,dry,wet,60.14,18.58,1
moneyplant,moist,dry,60.92,37.8,0
moneyplant,dry,dry,63.63,17.02,1
9oclock,moist,wet,51.91,33.66,0
moneyplant,wet,wet,84.43,18.26,0
moneyplant,wet,dry,46.86,35.71,0
9oclock,wet,dry,59.4,20.11,1
moneyplant,dry,wet,33.34,34.6,0
9oclock,moist,moist,80.28,27.78,0
9oclock,dry,wet,37.41,20.32,1
9oclock,dry,moist,37.79,15.25,1
9oclock,moist,dry,57.93,30.85,1
moneyplant,wet,wet,85.39,27.13,0
9oclock,wet,wet,56.13,19.81,0
9oclock,dry,wet,58.97,35.98,1
9oclock,wet,wet,88.71,30.68,0
9oclock,dry,dry,72.61,25.88,1
moneyplant,wet,moist,85.54,39.43,0
moneyplant,dry,moist,43.01,17.26,0
moneyplant,dry,dry,49.93,26.66,1
moneyplant,dry,wet,33.09,35.41,0
moneyplant,dry,wet,80.54,30.85,0
moneyplant,dry,dry,76.64,17.39,1
9oclock,wet,wet,36.36,27.74,0
9oclock,dry,wet,69.03,18.88,1
9oclock,moist,moist,66.77,32.72,0
moneyplant,wet,wet,34.41,30.1,0
9oclock,dry,dry,76.87,19.44,1
moneyplant,moist,moist,80.22,34.28,0
moneyplant,moist,dry,55.21,31.89,0
9oclock,dry,moist,76.84,37.85,1
moneyplant,dry,dry,89.6,34.78,1
moneyplant,dry,dry,41.16,31.96,1
moneyplant,dry,dry,33.07,20.19,1
9oclock,moist,moist,50.61,23.73,0
moneyplant,moist,dry,58.35,18.37,0
moneyplant,wet,wet,80.3,29.55,0
moneyplant,dry,dry,42.2,32.32,1
